	AS1	AS2	AS3	AS4	BS1	BS2	BS3	BS4	BS5	DM1	DM2	FD1	FD2	FD3	FD4	FD5	FD6	FD7	FD8	FG1	FG2	FG3	FG4	FG5	FG6	RE1	RE2	RE3	RE4	RE5	RE6	RE7	RE8	RF1	RF2	RF3	RF4	LO1	LO2	LO3	LO4	LO5	LO6	LO7	RM1	RM2	RM3	RM4	RM5	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	CP1	CP2	CP3	BF1	BF2	BF3	BF4
533	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
534	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	0	3	0	1	2	1	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
535	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
536	2	3	2	0	0	0	3	0	0	1	3	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
537	2	3	2	0	0	0	3	0	0	0	3	2	2	2	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
538	3	3	3	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	2	0	0	3	0
539	1	3	2	0	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	0	1	0	2	1	0	0	1	1	0	3	0	3	1	1	1	1	0	0	0	2	2	1	0	0	2	1
541	3	3	0	3	2	0	2	2	2	3	0	1	2	0	2	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	3	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
542	0	3	0	3	0	3	0	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	3	0	0	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	3	0	0	2	3	0	0	3	0	0
543	0	3	1	3	1	2	1	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	2	0	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	3	0	0	2	3	0	0	1	1	1
544	1	2	0	2	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	2	3	3	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA
545	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
546	0	3	1	3	1	2	1	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	2	0	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	3	0	0	2	3	0	0	1	1	1
547	0	3	1	3	1	2	1	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	2	0	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	3	0	0	2	3	0	0	1	1	1
548	0	3	1	3	1	2	1	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	2	0	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	3	0	0	2	3	0	0	1	1	1
549	0	3	1	3	1	2	1	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	2	0	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	3	0	0	2	3	0	0	1	1	1
550	0	3	1	3	1	2	1	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	2	0	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	3	0	0	2	3	0	0	1	1	1
551	0	3	1	3	1	2	1	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	2	0	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	3	0	0	2	3	0	0	1	1	1
552	0	3	0	3	3	0	0	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	3	0	0	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	3	0	0	NA	NA	NA	0	0	3	0
553	0	3	0	3	0	0	3	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	3	0	0	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	3	0	0	2	3	0	0	3	0	0
554	0	2	2	2	0	3	0	0	0	0	3	0	0	0	0	0	1	3	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	3	3	0	0	0	1	1	0	3	0	0	2	3	0	0	0	0	3
555	0	3	0	3	0	3	0	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	3	0	0	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	3	0	0	2	3	0	0	3	0	0
556	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
557	0	3	0	3	0	3	0	0	0	1	3	0	0	0	0	0	1	3	1	0	0	0	0	3	1	0	0	0	3	0	0	2	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	3	0	0	2	3	0	0	3	0	0
558	3	3	0	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0
559	3	3	0	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0
560	3	3	0	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0
561	3	3	0	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0
562	3	3	0	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0
563	3	3	0	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0
565	3	3	0	0	0	0	0	3	3	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	1	2	0	1	0	0	0	NA	NA	NA	0	0	3	0
566	3	3	0	0	0	0	0	3	3	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	1	2	0	1	0	0	0	NA	NA	NA	0	0	3	0
567	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
568	3	3	0	0	0	0	0	3	3	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	1	2	0	1	0	0	0	NA	NA	NA	0	0	3	0
569	3	3	0	0	0	0	0	3	3	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	1	2	0	1	0	0	0	NA	NA	NA	0	0	3	0
570	3	3	0	0	0	0	0	3	3	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	1	2	0	1	0	0	0	NA	NA	NA	0	0	3	0
571	3	3	0	0	0	0	0	3	3	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	1	2	0	1	0	0	0	NA	NA	NA	0	0	3	0
575	2	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
576	2	3	0	0	0	0	0	3	1	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
577	2	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
578	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
579	2	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
580	2	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
581	2	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
582	2	3	0	0	0	0	0	3	1	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	1	1	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
583	3	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0	3	0	0	2	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
584	3	3	0	3	1	0	1	1	1	3	0	1	2	1	2	0	0	0	0	3	0	1	0	0	0	0	2	1	1	0	0	0	3	0	3	0	1	0	0	2	1	1	1	0	3	2	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
585	3	3	0	3	1	0	1	1	1	3	0	1	2	1	2	0	0	0	0	3	0	1	0	0	0	0	2	1	1	0	0	0	3	0	3	0	1	0	0	2	1	1	1	0	3	2	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
586	3	3	0	3	1	0	1	1	1	3	0	1	2	1	2	0	0	0	0	3	0	1	0	0	0	0	2	1	1	0	0	0	3	0	3	0	1	0	0	2	1	1	1	0	3	2	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
587	3	3	0	3	3	0	0	0	0	3	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	0	2	3	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	3	0
588	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
589	3	3	0	3	0	0	0	0	3	3	0	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	1	3	3	0	NA	3	0	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0
590	3	3	0	3	0	0	0	0	3	3	0	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	1	3	3	0	NA	3	0	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0
591	3	3	0	3	0	0	0	0	3	3	0	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	1	3	3	0	NA	3	0	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	3	0
592	3	3	0	3	0	0	0	3	2	3	0	1	2	0	2	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	3	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
593	3	3	0	3	0	0	0	3	2	3	0	1	2	0	2	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	3	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
594	3	3	0	3	0	0	0	3	2	3	0	1	2	0	2	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	3	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
595	3	3	0	3	0	0	0	3	2	3	0	1	2	0	2	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	3	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
596	3	3	0	3	3	0	0	0	0	3	0	1	2	0	2	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
597	3	3	0	3	3	0	0	0	0	3	0	1	2	0	2	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
598	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
599	3	3	0	3	3	0	0	0	0	3	0	1	2	0	2	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
600	3	3	0	3	2	0	2	2	2	3	0	1	2	0	2	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	3	0	3	0	0	0	0	2	0	0	1	0	3	3	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
601	3	3	0	3	3	0	0	0	0	3	0	0	3	3	0	1	3	1	0	3	1	0	3	0	1	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	3
602	3	3	0	3	3	0	0	0	0	3	0	2	3	1	2	0	0	1	0	3	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	3
603	3	3	0	3	3	0	0	0	0	3	0	0	3	3	0	1	3	1	0	3	1	0	3	0	1	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	3
604	3	3	0	3	3	0	0	0	0	3	0	0	3	3	0	1	3	1	0	3	1	0	3	0	1	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3
605	3	3	0	3	3	0	0	0	0	3	0	0	3	3	0	1	3	1	0	3	1	0	3	0	1	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3
606	3	3	0	3	3	0	0	0	0	3	0	0	3	3	0	1	3	1	0	3	1	0	3	0	1	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3
607	3	3	0	3	3	0	0	0	0	3	0	0	3	3	0	1	3	1	0	3	1	0	3	0	1	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3
608	3	3	0	3	3	0	0	0	0	3	0	0	3	3	0	1	3	1	0	3	1	0	3	0	1	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3
609	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
610	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
611	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
612	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
613	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
614	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
615	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
616	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
617	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
618	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
619	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
620	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
621	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	NA	NA	NA	2	2	0	0
622	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	NA	NA	NA	2	2	0	0
623	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	NA	NA	NA	2	2	0	0
624	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	NA	NA	NA	2	2	0	0
625	3	0	0	3	0	2	2	1	0	0	3	0	0	2	2	2	1	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	NA	NA	NA	NA
626	1	3	3	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	3	1	3	0	0	3	0	0	3	0	0	3	0
627	0	0	0	3	3	0	0	1	0	1	2	1	0	0	0	0	1	3	3	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	2	0	0
631	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
632	3	3	0	3	0	0	0	0	3	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	2	0	0
634	2	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0
635	3	3	3	0	0	1	3	0	0	3	1	3	3	1	3	0	0	0	0	2	2	2	2	0	0	0	0	0	2	2	0	0	1	1	0	1	2	0	0	0	3	1	1	1	3	1	0	0	0	2	0	1	0	0	0	0	1	3	1	0	0	0	3	0
636	1	3	3	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	3	1	3	0	0	3	0	0	3	0	0	3	0
637	3	3	0	0	0	0	0	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	0	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
638	1	2	0	2	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	2	3	3	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA
639	3	3	0	0	0	0	3	0	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	0	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
640	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
641	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
642	3	3	0	0	0	0	2	3	0	0	3	3	3	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	1	0	3	0	0	0	0	3	1	0	0	3	0	1	0	1	0	3	3	0	0	0	3	0	0	3	0	0	0	1	3	0	3	0	0
643	2	2	2	3	3	0	0	0	0	3	0	1	2	1	1	0	0	1	0	0	0	1	3	0	1	0	3	0	0	0	0	0	1	1	0	3	0	0	1	1	1	2	1	0	3	0	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	3
644	0	0	0	3	3	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	1	0	2	3	3	0	3	0	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	3
645	2	2	2	3	3	0	0	0	0	3	0	1	2	1	1	0	0	1	0	0	0	1	3	0	1	0	3	0	0	0	0	0	1	1	0	3	0	0	1	1	1	2	1	0	3	0	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	3
646	3	3	3	3	3	0	0	0	0	3	0	0	1	0	2	0	0	2	0	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	3
